"sausage","n. 香肠；腊肠；装香肠的碎肉","I personally vote for fried sausages.我个人还是赞成炸香肠。",
"saucer","n. 茶托，浅碟；浅碟形物；眼睛","She offer me tea in her best cup and saucer.她用她最好的茶杯和茶碟请我用茶。",
"sauce","n. 酱油；沙司；调味汁
vt. 使增加趣味；给…调味","A spicy tomato sauce.辛辣的蕃茄酱",
"sake","n. 目的；利益；理由；日本米酒","Hey! For goodness sake.嗨！看在上帝份上。",
"saint","n. 圣人；圣徒；道德崇高的人
adj. 神圣的
vt. 成为圣徒","The saint had a lowly heart.圣人有谦诚之心。",
"sack","n. 麻布袋；洗劫
vt. 解雇；把……装入袋；劫掠","Lydia got the sack last week.莉迪亚上周被解雇了",
"rusty","adj. 生锈的，腐蚀的；铁锈色的，锈色的；迟钝的","The soils have a rusty red tint.那里的土壤呈锈红色。",
"rug","n. 小地毯；毛皮地毯；男子假发","The mud spotted the rug.泥污弄脏了地毯。",
"rouse","vt. 唤醒；激起，使振奋；惊起
vi. 醒来；奋起
n. 觉醒；奋起","It rouses my bile to see him.看见他我就怒不可遏。",
"rotation","n. 旋转；循环，轮流","An erotic rotation of the pelvis.淫荡地晃动卖弄色相地扭动臂部的动作",
"rotate","vi. 旋转；循环
vt. 使旋转；使转动；使轮流
adj. [植] 辐状的","The revolving door has begun to rotate.旋转门开始转动。",
"rotary","adj. 旋转的，转动的；轮流的
n. 旋转式机器；[动力] 转缸式发动机","Torque is the rotary effort required to operate a valve.扭??是操作阀门所需要的旋转作用。",
"rot","n. 腐烂；腐败；腐坏
vi. 腐烂；腐败；堕落
vt. 使腐烂；使腐朽；使堕落
int. （表示厌恶、蔑视、烦恼等）胡说；糟了","He is only rotting.他只是在胡说。",
"roller","n. [机] 滚筒；[机] 滚轴；辊子；滚转机","Hm,the roller coaster let me see.过山车",
"rod","n. 棒；惩罚；枝条；权力","A rod used for flogging.笞杖用来鞭笞人的杖",
"robe","n. 长袍，礼服；制服
vi. 穿长袍
vt. 使穿长袍","A white robe is an emblem of purity.白袍是纯洁的象征",
"rival","n. 对手；竞争者
vt. 与…竞争；比得上某人
vi. 竞争
adj. 竞争的","Ships can't rival aircraft for speed.船的速度不能跟飞机比。",
"ripe","adj. 熟的，成熟的；时机成熟的
vt. 搜查；调查
vi. 进行搜查","The corn is ripe.玉米成熟了。",
"rifle","n. 步枪；来复枪
vt. 用步枪射击；抢夺；偷走","The rifle carries almost a mile.这枪能射差不多一英里远。",
"riddle","vt. 解谜；给...出谜；充满于
n. 谜语；粗筛；谜一般的人、东西、事情等
vi. 出谜","The affair rests a riddle.这件事仍然是个谜。",
"rib","n. 肋骨；排骨；肋状物
vt. 戏弄；装肋于","A stick in the riBs.肋骨上的一戳",
"reverse","n. 背面；相反；倒退；失败
vt. 颠倒；倒转
adj. 反面的；颠倒的；反身的
vi. 倒退；逆叫","The driver bumped the kerb while reversing.颠簸而行",
"retreat","n. 撤退；休息寓所；撤退
vi. 撤退；退避；向后倾
vt. 退（棋）；使后退","A brave retreat is a brave exploit.勇敢的退却也是勇敢的行为。",
"retell","vt. 复述；再讲；重述","Now try to retell the text.现在请复述课文。",
"restrict","vt. 限制；约束；限定","The trees restrict our view.这些树局限了我们的视野。",
"restraint","n. 抑制，克制；约束","His rage was Beyond restraint.他怒不可遏。",
"restrain","vt. 抑制，控制；约束；制止","Couldn't restrain the tears.禁不住掉眼泪",
"resort","n. 凭借，手段；度假胜地；常去之地
vi. 求助，诉诸；常去；采取某手段或方法","The resort was crawling with tourists.此度假胜地挤满了游客。",
"resolution","n. [物] 分辨率；决议；解决；决心","The resolution was carried nem con.决议案获一致通过.",
"resistant","adj. 抵抗的，反抗的；顽固的
n. 抵抗者","Heat-resistant acrylic adhesives.耐热的丙烯酸粘接剂",
"resign","vt. 辞职；放弃；委托；使听从
vi. 辞职
n. 辞去职务","I have no intention of resigning .我没有辞职的意图。",
"residence","n. 住宅，住处；居住","It was a bijou residence.这间居室小巧雅致。",
"reproach","n. 责备；耻辱
vt. 责备；申斥","To reprove sharply;reproach.尖锐地批评;责备",
"repetition","n. 重复；背诵；副本","Repetition helps learning.背诵有助于学习。",
"repent","vi. 后悔；忏悔
vt. 后悔；对…感到后悔
adj. [植] 匍匐生根的；[动] 爬行的","He repented of his wickedness.他痛悔自己的邪恶行为。",
"render","vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿
n. 打底；交纳；粉刷","To render indefinite or unspecific.使概括使不确定或不具体",
"remarkable","adj. 卓越的；非凡的；值得注意的","His art of healing is remarkable.他的医术是很高明的。",
"reliance","n. 信赖；信心；受信赖的人或物","We must lay stress on self reliance.我们必须强调自力更生。",
"rejoice","vi. 高兴；庆祝
vt. 使高兴","We partake in the general rejoicing.我们分享共同的欢乐。",
"reinforce","vt. 加强，加固；强化；补充
vi. 求援；得到增援；给予更多的支持
n. 加强；加固物；加固材料","The army will need to be reinforced.部队将需要增援。",
"rein","n. 缰绳；驾驭；统治；支配
vt. 控制；驾驭；勒住
vi. 勒住马","flailed our horses with the reins.用缰绳拍打我们的马",
"reign","vi. 统治；支配；盛行；??临
n. 统治；统治时期；支配","After the storm,quietness reigned.风暴过后是一片寂静。",
"rehearsal","n. 排演；预演；练习；训练；叙述","We have no rehearsal.我们没有举行预演。",
"region","n. 地区；范围；部位","This region is one in which a lot of cereal is grown.这个地区种植了许多谷类作物。",
"refute","vt. 反驳，驳斥；驳倒","You can easily refute his argument.你可以很容易驳倒他的论据。",
"refuge","n. 避难；避难所；庇护
vt. 给予…庇护；接纳…避难
vi. 避难；逃避","Bashi stayed on in the refuge.八喜就在收容所里呆下去了。",
"reflexion","n. 反射；反射作用（等于reflection）","I use a specular map, reflexion map, and bump map(pictures below from left to right) for her skin, too. 我还使用了一张高光贴图、反射贴图和凹凸贴图赋予皮肤。",
"reel","vi. 卷；眩晕；蹒跚地走；退缩
vt. 卷；使旋转
n. 蹒跚；眩晕；旋转","The fisherman is reeling up his line.捕鱼的人正在收绕钓丝。",
"reed","n. [作物] 芦苇；簧片；牧笛；不可依靠的人
vt. 用芦苇盖；用芦苇装饰","A 16-foot reed stop on an organ.风琴的十六音步簧。",
"recollect","v. 回忆，想起","I am trying to recollect a forgotten address.我在努力回忆一个遗忘了的地址。",
"receipt","n. 收到；收据；收入
vt. 收到","The expenses balance the receipts.收支平衡",
"rear","vt. 培养；树立；栽种
vi. 暴跳；高耸
adv. 向后；在后面
adj. 后方的；后面的；背面的
n. 后面；屁股；后方部队","The rear quarter vent is damaged.后三角玻璃通风窗已经损坏。",
"realm","n. 领域，范围；王国","Beyond the realm of human comprehension;inscrutable.神秘的超出人类理解范围的;不可理解的",
"razor","vt. 剃，用剃刀刮
n. 剃刀","Disposable diapers;disposable razors.免洗尿布;一次性剃刀",
"rational","adj. 合理的；理性的
n. 有理数","Rational Behavior.理智的行为",
"rake","vi. 搜索；用耙子耙；掠过，擦过
vt. 倾斜；搜索；掠过；用耙子耙
n. 耙子；斜度；钱耙；放荡的人，浪子","The sea rakes against the shore.海浪冲刷海岸。",
"rail","n. 铁轨；扶手；横杆；围栏
vi. 抱怨；责骂
vt. 铺铁轨；以横木围栏","He leant on the railing.他斜倚栏杆。",
"raid","n. 袭击；突袭；搜捕；抢劫
vi. 对…进行突然袭击
vt. 袭击，突袭","To raid,as in war;sack or pillage.如在战争中攻击;掠夺抢劫",
"rage","n. 愤怒；狂暴，肆虐；情绪激动
vi. 大怒，发怒；流行，风行","He emitted a roar of rage.他发出愤怒的吼叫。",
"rag","n. 破布；碎屑
vt. 戏弄；责骂
vi. 变破碎；穿着讲究","A ragged performance.不佳的表演",
"radish","n. 萝卜，小萝卜","She carved a flower out of a radish. 她把萝卜刻成一朵花。",
"racket","n. 球拍；吵闹，喧闹
vt. 过着花天酒地的生活
vi. 过着花天酒地的生活","He has strung his tennis racket.他已将网球拍的弦上好了。",
"rack","n. [机] 齿条；行李架；拷问台
vi. 变形；随风飘；小步跑
vt. 折磨；榨取","A Buck with a handsome rack.一只有美丽鹿角的雄鹿",
"quotation","n. [贸易] 报价单；引用语；引证","We accept the lowest quotation.我们接受了最低报价。",
"quiz","n. 考查；恶作剧；课堂测验
vt. 挖苦；张望；对…进行测验","Test your knowledge with this quiz.用这个测验来考考你的知识。",
"quilt","n. 被子；棉被
vt. 东拼西凑地编；加软衬料后缝制
vi. 缝被子","I fold my quilt.我叠好棉被。",
"queer","adj. 奇怪的；同性恋的；不舒服的；心智不平衡的
vt. 搞糟；使陷于不利地位
n. 同性恋者；怪人；伪造的货币","He's an awkward/queer old cuss.他是个笨手笨脚的[古里古怪的]家伙.",
"quart","n. 夸脱（容量单位）；一夸脱的容器","He drank a quart of milk.他喝了一夸脱牛奶。",
"pursuit","n. 追赶，追求；职业，工作","He is in pursuit of her.他正在追求她。",
"pursue","vt. 继续；从事；追赶；纠缠
vi. 追赶；继续进行","Pursue lofty political goals.追求崇高的政治目标",
"purse","n. (女士)手提袋；(国家、家庭、团体等的) 财力","This purse contains much money.这钱包里有很多钱。",
"puppet","n. 木偶；傀儡；受他人操纵的人","The children staged an entertaining puppet show.孩子们表演了一场十分有趣的木偶戏",
"pupil","n. 学生；[解剖] 瞳孔；未成年人","There are 300 pupils under instruction.有三百名学生上课。",
"punch","n. 冲压机；打洞器；钻孔机
vt. 开洞；以拳重击
vi. 用拳猛击","The punch was spiked with rum.潘趣酒中被搀入了朗酒",
"puff","vt. 喷出，张开；使膨胀；夸张；使骄傲自满
vi. 膨胀；张开；鼓吹；夸张
n. 粉扑；泡芙；蓬松；一阵喷烟；肿块；吹嘘，宣传广告","The parachute puffed all around.降落伞噗地张开了。",
"pudding","n. 布丁","He ate every bit of the pudding.他把布丁全吃了。",
"provision","n. 规定；条款；准备；[经] 供应品
vt. 供给…食物及必需品","Provision of support or livelihood.生计维持或谋生的必需品",
"protest","vi. 抗议；断言
vt. 抗议；断言
n. 抗议
adj. 表示抗议的；抗议性的","fervent protests;a fervent admirer.强烈的抗议;热烈的爱慕者",
"prosperous","adj. 繁荣的；兴旺的","A prosperous moment to make a decision.做决定的有利时机",
"prosperity","n. 繁荣，成功","Shanghai has not yet reached the zenith of her prosperity.上海尚未达到繁荣的顶点。",
"prospect","n. 前途；预期；景色
vi. 勘探，找矿
vt. 勘探，勘察","A formidable prospect lies ahead of him.他的前景令人忧惧。",
"proportion","n. 比例；部分；面积；均衡
vt. 使成比例；使均衡；分摊","The designs in that rug are well proportioned.那地毯上的图案设计非常协调。",
"prominent","adj. 突出的，显著的；杰出的；卓越的","He became a prominent attorney.他成了有名的律师。",
"proceed","vi. 开始；继续进行；发生；行进","Preparations proceeded night and day.准备工作在日夜进行。",
"prisoner","n. 囚犯，犯人；俘虏；刑事被告","The prisoner was kept in fetters.犯人戴着脚镣.",
"prior","adj. 优先的；在先的，在前的
adv. 在前，居先","A prior consideration.优先考虑",
"primitive","adj. 原始的，远古的；简单的，粗糙的
n. 原始人","His art is primitive and provincial.他的艺术原始而粗野。",
"priest","n. 牧师；神父；教士
vt. 使成为神职人员；任命…为祭司","Buddhist priests shave their heads.和尚都剃光头.",
"prevail","vi. 盛行，流行；战胜，获胜","My idea prevailed over his.我的主意比他的好。",
"preposition","n. 介词；前置词","&quot;Out&quot; is also used as a preposition.""Out""也被用作介词。",
"premier","adj. 第一的；最初的
n. 总理，首相","Japan's premier names new cabinet.日本首相任??新内阁。",
"preliminary","n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的","We have include some of the preliminary findings.我们的报告包括了一些初步调查结果。",
"preferable","adj. 更好的，更可取的；更合意的","M appears preferable to N.看来M比N更为可取。",
"preface","n. 前言；引语
vt. 为…加序言；以…开始
vi. 作序","He wrote a preface to the play.他为剧本写了前言。",
"precision","n. 精度，[数] 精密度；精确
adj. 精密的，精确的","Precision BomBing.精确的轰炸",
"preceding","adj. 在前的；前述的
v. 在...之前（precede的ing形式）","A major precedes a captain.少校级别高于上尉。",
"precaution","n. 预防，警惕；预防措施
vt. 警惕；预先警告","safety precautions;safety rules.安全预防措施;安全条例",
"praise","n. 赞扬；称赞；荣耀；崇拜
vt. 赞美，歌颂；表扬
vi. 赞美；赞扬","He is entitled to high praise.他值得高度讴歌。",
"pot","n. 壶；盆；罐
vt. 把…装罐；射击；节略
vi. 随手射击","The lid of this jam pot won't unscrew.这果酱罐的盖子拧不开.",
"Portuguese","adj. 葡萄牙的；葡萄牙人的；葡萄牙语的
n. 葡萄牙语；葡萄牙人","Two eggs halfboiled and portuguese sausage.二个半熟水煮蛋及葡萄牙香肠。",
"portrait","n. 肖像；描写；半身雕塑像","This is a picture/portrait of Jeremy's.这是杰里米收藏的画",
"portion","n. 部分；一份；命运
vt. 分配；给…嫁妆","We must all accept our portion in life.我们都得安于天命。",
"pork","n. 猪肉
vt. 与女子性交","I want some pork.我买一些猪肉。",
"porch","n. 门廊；走廊","Put the umbrella on the porch to drain.把伞放在门廊上去滴干。",
"pop","n. 流行音乐；汽水；砰然声；枪击
vi. 突然出现；爆开；射击；瞪大；发出爆裂声
vt. 取出；开枪打；抛出；突然伸出；突然行动
adj. 流行的；通俗的；热门的
adv. 突然；砰地
abbr. 邮局协议（post office protocol）","She was pop-eyed with amazement.她惊奇得瞪着眼发愣.",
"plural","adj. 复数的
n. 复数","The letter “s” terminates most plural nouns. 大多数复数名词以字母“S”结尾。",
"plunge","n. 投入；跳进
vi. 突然地下降；投入；陷入；跳进
vt. 使陷入；使投入；使插入","He plunged into the water.他纵身跳入水中。",
"pluck","n. 勇气；内脏；快而猛的拉
vt. 摘；拔；扯
vi. 拉；拽；扯","To pluck the feathers from.拔毛从…拔掉羽毛",
"plough","vt. 犁；耕
vi. 用犁耕田；开路
n. 犁；耕地（等于plow）","This is a soil reluctant to the plough.这土地很难耕作。",
"plastic","adj. 塑料的；（外科）造型的；可塑的
n. 塑料制品；整形；可塑体","The plastic art of sculpture.雕塑艺术",
"plaster","n. 石膏；灰泥；膏药
vt. 减轻；粘贴；涂以灰泥；敷以膏药；使平服","This plaster will help your wound.这种膏药能治好你的伤。",
"plantation","n. 栽植；殖民；大农场
adj. 适用于种植园或热带、亚热带国家的","The master of a large tea plantation.大茶叶种植园的主人",
"pitch","vi. 倾斜；投掷；搭帐篷；坠落
vt. 投；掷；定位于；用沥青涂；扎营；向前倾跌
n. 沥青；音高；程度；树脂；倾斜；投掷；球场","Let's pitch out the troublemakers.把这些捣乱分子赶出去.",
"pit","n. 矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众
vt. 使竞争；窖藏；使凹下；去…之核；使留疤痕
vi. 凹陷；起凹点","The car detoured round the bomb pits.汽车绕过了弹坑。",
"pipeline","n. 管道；输油管；传递途径","New laws to deal with this abuse are in the pipeline.正在制定处理这种弊端的新法令.",
"pioneer","n. 先锋；拓荒者
vt. 开辟；倡导；提倡
vi. 作先驱","The pioneer myth of suburBia.郊区拓荒者的传奇",
"pine","vi. 渴望，痛苦；憔悴
n. [林] 松树；凤梨，菠萝
vt. 为…悲哀；哀悼
adj. 松木的；似松的","The scent of pine needles.松树针尖的气味",
"pinch","vt. 捏；勒索；使苦恼；掐掉某物，修剪
n. 匮乏；少量；夹痛
vi. 夹痛；节省","The gardener is pinching off the young shoots.花匠正在掐掉嫩枝。",
"pin","n. 大头针，别针，针；栓；琐碎物
vt. 钉住；压住；将……用针别住","The pin on which a rudder turns.舵栓牵引桨的部分",
"pillow","n. 枕头
vt. 垫；枕于…；使…靠在
vi. 枕着头；靠在枕上","A removable covering for a pillow.枕套枕头可拆下的外套",
"pillar","n. 柱子，柱形物；栋梁；墩
vt. 用柱支持","A vine wraps round the pillar.藤蔓缠绕着那柱子。",
"photographic","adj. 摄影的；逼真的；（尤指记忆）详细准确的","A sharp photographic image.清晰的影象",
"phase","n. 相；阶段；[天] 位相
vt. 使定相；逐步执行
vi. 逐步前进","A phase or an aspect of a logically developing process.契机一个按逻辑发展过程的阶段或方面",
"perspective","n. 观点；远景；透视图
adj. 透视的","He lacks perspective.他缺乏洞察力。",
"personnel","n. 人事部门；全体人员
adj. 人员的；有关人事的","The personnel so selected.被选派的人员",
"perceive","vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到","To perceive incorrectly;misunderstand.误解不正确的理解;误解",
"pepper","n. 胡椒；辣椒；胡椒粉
vt. 加胡椒粉于；使布满","Mustard and pepper bite the tongue.芥末和胡椒粉刺痛舌头。",
"peninsula","n. 半岛","Dalian is in the south of the Liaodong Peninsula. 大连位于辽东半岛南部。",
"penetrate","vt. 渗透；穿透；洞察
vi. 渗透；刺入；看透","My suggestion didn't penetrate.我的建议没有被了解。",
"peep","n. 偷看；隐约看见，瞥见
vi. 窥视；慢慢露出，出现；吱吱叫
vt. 使出现","We set off at the peep of day.我们黎明时出发。",
"peel","v. 剥，剥??；削
n. 皮","Please peel this Banana.请剥开这只香蕉的皮。",
"peculiar","adj. 特殊的；独特的；奇怪的；罕见的
n. 特权；特有财产","He has a peculiar idiom.他有独特的习惯用语。",
"pebble","n. 卵石；水晶透镜
vt. 用卵石铺","The street was paved with pebbles.这条街用鹅卵石铺成。",
"peasant","n. 农民；乡下人","He is a real peasant.他是一个十足的乡巴佬。",
"pearl","n. 珍珠；珍珠色；杰出者；珍品
adj. 镶珍珠的；珍珠状的
vi. 采珍珠；成珍珠状
vt. 使成珠状；用珍珠装饰；使呈珍珠色","Rain pearled down the window.雨水象珠子一样沿窗子滚下。",
"pea","n. 豌豆","Two hams with pea.给来两个火腿加豌豆",
"pat","adj. 恰好的；熟练的；合适的
adv. 恰好；熟记地
n. 轻拍；小块；轻拍声
vt. 轻拍
vi. 轻拍","Play me Pat Simon's latest disc.给我放些派特·赛门最近灌制的唱片。",
"pastime","n. 娱乐，消遣","I often travel as a pastime.我常常以???行作为消遣。",
"paste","vt. 张贴，裱糊；用浆糊粘
n. 面团，膏；糊状物，[胶粘] 浆糊","Tooth paste comes in tubes.牙膏(一般)是装在管子里的.",
"paradise","n. 天堂
至福境地","Hawaii is called an island paradise.夏威夷被称为海岛乐园。",
"pant","vi. 喘息；渴望；气喘吁吁地说出某事
vt. 气喘
n. 气喘；喘息；喷气声","togged herself in ski pants.她穿上了滑雪裤",
"pane","n. 窗格；边；面；窗格玻璃；嵌板
vt. 装窗玻璃于；镶嵌板于","He blew on the window pane.他往玻璃窗上哈气。",
"palm","n. 手掌；棕榈树；掌状物
vt. 将…藏于掌中","The waiter held a tray on his palm.服务员手托托盘。",
"pail","n. 桶，提桶","empty the ashes into a pail.把灰倒进桶里",
"packet","n. 数据包，信息包；小包，小捆
vt. 包装，打包","Put the packet up on the top shelf.把这个包放到架子顶格上去.",
"pacific","adj. 和平的；温和的；平静的","In the mid Pacific.在太???洋中央",
"ox","n. 牛；公牛","They sacrificed an ox to Jupiter.他们用公牛祭朱庇特。",
"owl","n. 猫头鹰；枭；惯于晚上活动的人","Don't be such a silly owl.别做那样的傻事。",
"overtake","vt. 赶上；压倒；突然来袭
vi. 超车","The murderer was overtaken in his crime.杀人犯当场被捕。",
"outset","n. 开始；开端","From the outset it was clear that he was guilty.一开始就很清楚他有罪.",
"outlet","n. 出口，排放孔；[电] 电源插座；销路；发泄的方法；批发商店","Clean the sink outlet.清除洗涤槽出水口的污物。",
"orphan","adj. 孤儿的；无双亲的
n. 孤儿
vt. 使成孤儿","Mr. Kern adopted the orphan as his own son.克恩先生将那孤儿收养为自己的儿子。",
"ornament","n. 装饰；[建][服装] 装饰物；教堂用品
vt. 装饰，修饰","The baroque style is rich in ornament.巴罗克风格极具装饰性.",
"oriental","adj. 东方的；东方人的
n. 东方人","An oriental ruby.上等的红宝??",
"organic","adj. [有化] 有机的；组织的；器官的；根本的","Red soil lacks organic matter.红土缺乏有机质。",
"ore","n. 矿；矿石","They refined the gold out of the ore.他们从矿石中提炼金。",
"orchestra","n. 管弦乐队；乐队演奏处","The amateur orchestra played the National Anthem.那支业余管弦乐队演奏了国歌。",
"oppress","vt. 压迫，压抑；使……烦恼；使……感到沉重","The heat oppressed him and made him ill.他热得病了。",
"omit","vt. 省略；遗漏；删除；疏忽","Don't omit a single detail.一点细节也不要漏掉。",
"odour","n. 气味；声誉","A pungent odour met their nostrils. 他们闻到一种刺鼻的气味。",
"occurrence","n. 发生；出现；事件；发现","A noteworthy act or occurrence.不寻常的事一件值得记住的行动或事件",
"nut","n. 螺母，螺帽；坚果；难对付的人，难解的问题
vi. 采坚果","She's a movie nut.她是电影迷。",
"nuisance","n. 讨厌的人；损害；麻烦事；讨厌的东西","This work is a cursed nuisance.这种工作讨厌死了.",
"nucleus","n. 核，核心；原子核","The nucleus is the information center of cell.细胞核是细胞的信息中枢。",
"nitrogen","n. [化学] 氮","Air consists chiefly of nitrogen.空气主要由氮气组成.",
"Negro","n. 黑人
adj. 黑人的","""I do not accept the Negro as my equal, "" Douglas said. ""And I deny that he is my brother. “我不会接受黑人与我平等的思想，”道格拉斯说，“而且我拒绝把黑人当成我的兄弟。",
"neat","adj. 灵巧的；整洁的；优雅的；齐整的；未搀水的；平滑的","She was small and neat of person.她长得娇小玲珑。",
"navigation","n. 航行；航海","Navigation in the Bermuda Triangle is very dangerous.在百慕大三角航行很危险。",
"naughty","adj. 顽皮的，淘气的；不听话的；没规矩的；不适当的；下流的","Do not treat a naughty child rough.不要粗暴地对待顽皮的孩子。",
"nasty","adj. ??流的；肮脏的；脾气不好的；险恶的
n. 令人不快的事物
性的吸引力","This room has a very nasty smell.这房间有一股很难闻的气味。",
"nap","n. 小睡，打盹儿；细毛；孤注一掷
vt. 使拉毛
vi. 小睡；疏忽","She awoke from her nap disheveled.她小睡后醒来头发散乱",
"nail","vt. 钉；使固定；揭露
n. [解剖] 指甲；钉子","Hammer a nail in.把钉子钉进去。",
"mutter","vi. 咕哝；喃喃自语
vt. 咕哝；抱怨地说；低声含糊地说
n. 咕哝；喃喃低语","We heard a mutter of discontent.我们听到有人窃窃私议表示不满。",
"mushroom","n. 蘑菇，伞菌；蘑菇形物体；暴发户
adj. 蘑菇的；蘑菇形的；迅速生长的
vi. 迅速增加；采蘑菇；迅速生长","Mildew and mushrooms are fungi.霉和蘑菇都是真菌.",
"mug","n. 杯子；脸；苦读者
vi. 扮鬼脸，做怪相；行凶抢劫
vt. 给……拍照","He has been mugged more than once.他不止一次被人抢劫过。",
"mud","vt. 弄脏；用泥涂
vi. 钻入泥中
n. 泥；诽谤的话；无价值的东西","The mud spotted the rug.泥污弄脏了地毯。",
"mount","vt. 增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等）
vi. 爬；增加；上升
n. 山峰；底座；乘骑用马；攀，登；运载工具；底座
v. 登上；骑上","Mount Vesuvius is an active volcano.维苏威是一座活火山。",
"mould","vi. 发霉
vt. 浇铸；用泥土覆盖
n. 模具；霉","Scientists grow large quantities of common mould.科学家们培殖了大量的普通霉。",
"mortal","adj. 凡人的；致死的；终有一死的；不共戴天的
n. 人类，凡人","His mortal remains are buried in the churchyard.他的遗体埋葬在教堂的墓地里.",
"molecule","n. [化学] 分子；微小颗粒，微粒","a diatomic molecule.双原子的分子",
"moisture","n. 水分；湿度；潮湿；降雨量","Moisture absorption, waterproof.吸水、防渗。",
"moist","adj. 潮湿的；多雨的；含泪???
n. 潮湿","The path was moist with dew.小路有露水;湿湿潮潮的。",
"moan","vi. 抱怨，悲叹；呻吟
n. 呻吟声；悲叹
vt. 抱怨；呻吟着说","The eerie moan of the night wind.夜风的可怕哀鸣",
"mistress","n. 情妇；女主人；主妇；女教师；女能人","A mistress of the culinary art.烹调高手",
"mist","n. 薄雾；视线模糊不清；模糊不清之物
vi. 下雾；变模糊
vt. 使模糊；使蒙上薄雾","Early mist promises fair weather.晨雾预示好天气。",
"missile","n. 导弹；投射物
adj. 导弹的；可投掷的；用以发射导弹的","missile technology;a missile silo.导弹技术;导弹仓库",
"mislead","vt. 误导；带错","A delusive or misleading hope.幻想虚幻的或误导的一种希望",
"minus","prep. 减，减去
n. 负号，减号；不足；负数
adj. 减的；负的","The sign '-'means minus.‘—’这个符号是‘减’的意思。",
"miner","n. 矿工；开矿机","I am a coal miner.咱们是矿工。",
"mill","vi. 乱转??被碾磨
n. 工厂；磨坊；磨粉机；制造厂；压榨机
vt. 搅拌；碾磨；磨细；使乱转","Com is ground into flour in a mill.谷物在磨粉机里磨成粉。",
"might","n. 力量；威力；势力
v. 可以；或许（may的过去式）；应该
aux. 可能；也许","All that you do, do with your might.做任何事都应不遗余力。",
"merit","n. 优点，价值；功绩；功过
vt. 值得
vi. 应受报答","He richly merits such a distinction.他完全配得上这一荣誉。",
"Mercury","n. 水星","The mercury is rising.温度正在上升。",
"mercury","n. [化]汞，水银
[天]水星
温度表
精神，元气","The mercury is rising.温度正在上升。",
"mend","vt. 修理，修补；改善；修改
vi. 改善，好转
n. 好转，改进；修补处","To mend as a tinker.作为白铁匠修理…",
"melon","n. 瓜；甜瓜；大肚子；圆鼓鼓像瓜似的东西","Any of several other related or similar melons.其它与此相关或相似的一种瓜",
"Mediterranean","n. 地???海
adj. 地中海的","Gibraltar has been called the key to the Mediterranean.直布罗陀一直被称做地中海的门户。",
"mechanics","n. 力学（用作单数）；结构；技术；机械学（用作单数）","I know something about mechanics.我懂一点力学。",
"mechanical","adj. 机械的；力学的；呆板的；无意识的；手工操作的","A mechanical device;a gadget.一种机械装置;小机件",
"mechanic","n. 技工，机修工
adj. 手工的","I know something about mechanics.我懂一点力学。",
"meadow","n. 草地；牧场","There is a black cow in the meadow.草地上有头黑母牛。",
"masterpiece","n. 杰作；绝无仅有的人","This document is a creative masterpiece.这是一个具有创造性的杰作。",
"mass","n. 块，团；群众，民众；大量，众多；质量
adj. 群众的，民众的；大规模的，集中的
vi. 聚集起来，聚集
vt. 使集合","A mass of incalculable figures.一大堆无法计算的数字",
"Marxisim","马克思主义",,
"marine","adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官","riverine units of the Marine Corps.海军陆战队的河战分队",
"maid","n. 女仆；少女
vt. 侍候；做新娘的女傧相
vi. 当女仆","The maid gave the floor a flush.女佣冲洗了地板。",
"magnificent","adj. 高尚的；壮丽的；华丽的；宏伟的","A magnificent place for sailing.航海的最好地点",
"magnet","n. 磁铁；[电磁] 磁体；磁石","One of the earliest uses of a magnet was as a compass.磁铁最早的用途之一是作为指南针。",
"lump","n. 块，块状；肿块；瘤；很多；笨人
vt. 混在一起；使成块状；忍耐；笨重地移动
vi. 结块
adj. 成团的；总共的
adv. 很；非常","The milk powder has lumped.奶粉结成了块。",
"lumber","vi. 伐木；喧闹地向前走；笨重地行动，缓慢地移动
vt. 砍伐木材；乱堆
n. 木材；废物，无用的杂物；隆隆声","He lumbered upstairs.他费力地走上楼梯。",
"luggage","n. 行李；皮箱","unclaimed luggage.无人认领的行李",
"lodge","n. 旅馆；门房；集会处；山林小屋
vt. 提出；寄存；借住；嵌入
vi. 寄宿；临时住宿","They partook of our lodging at night.他们和我们共宿一夜。",
"locomotive","adj. 火车头的；运动的；移动的
n. 机车；火车头","The locomotive pulled a long line of freight cars.那台机车拖了一长列货车。",
"liter","n. [计量] 公升（容量单位）","This jug will contain a liter.这壶可容纳一公升之量",
"liquor","n. 酒，含酒精饮料；溶液；液体；烈酒
vi. 喝酒，灌酒
vt. 使喝醉","potent liquor;a potent toxin.有效力的酒;有效力的毒素",
"lip","n. 嘴唇；边缘
vt. 以嘴唇碰
adj. 口头上的
vi. 用嘴唇","Her lips were ripe as cherries.她的嘴唇像樱桃一样红润.",
"liner","n. 班轮，班机；衬垫；画线者","The liner docked at seven o'clock.班轮在7时靠上码头。",
